make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_usd
1999,18.71,1800,Diesel,1,Toyota,Automatic,Gray,Full,1,Yes,5376.03
2003,14.26,1500,Petrol,1,Honda,Automatic,Silver,,1,Yes,4619.72
2009,28.27,1200,Petrol,2,Hyundai,Manual,White,Full,2,Yes,8538.79
2016,22.02,800,Diesel,1,Kia,Manual,Gray,,0,Yes,7150.96
2016,12.97,1500,Diesel,4,Volkswagen,Automatic,Gray,Full,1,No,7562.05
2005,14.76,1000,Diesel,5,Ford,Automatic,White,Full,1,Yes,3467.94
2022,23.46,1800,Electric,2,Honda,Manual,Black,Full,1,Yes,12813.67
1999,17.2,800,Petrol,3,Toyota,Automatic,Gray,Partial,1,Yes,2496.62
2002,19.84,800,Diesel,4,Toyota,Automatic,Silver,,0,No,3376.86
2016,18.73,800,Diesel,4,Nissan,Automatic,White,Partial,1,Yes,5200.47
1997,17.28,3000,Diesel,4,Honda,Manual,Blue,Full,1,No,5016.69
2001,7.63,1800,Diesel,2,Tesla,Automatic,Silver,Partial,1,No,3689.27
1996,18.19,1500,Diesel,1,Hyundai,Manual,Black,Partial,0,Yes,3547.21
2008,20.49,5000,Petrol,3,Hyundai,Manual,Red,Full,1,Yes,10334.75
1995,14.85,4000,Diesel,2,Nissan,Automatic,White,,1,Yes,6729.33
2006,14.35,1800,Diesel,5,Volkswagen,Automatic,Gray,Full,0,Yes,4671.3
2005,18.32,800,Diesel,1,Tesla,Manual,Black,Full,0,Yes,2701.44
2012,11.5,1000,Electric,3,Ford,Automatic,Gray,Partial,1,Yes,7799.36
2022,19.68,4000,Petrol,4,Hyundai,Automatic,White,Full,0,Yes,10939.12
2020,15.34,1500,Diesel,5,BMW,Automatic,Black,,1,Yes,8609.96
2007,24.47,4000,Diesel,2,Kia,Manual,Blue,Full,0,No,8601.84
2013,18.83,5000,Diesel,3,BMW,Manual,Black,Full,0,Yes,10364.6
2002,15.26,2000,Petrol,1,Nissan,Manual,Blue,Partial,1,Yes,5863.18
2011,11.55,1500,Petrol,5,BMW,Manual,White,Partial,2,Yes,4848.87
2004,21.94,1800,Petrol,1,Nissan,Manual,Gray,Full,0,Yes,6480.68
2017,28.46,2500,Electric,1,Ford,Automatic,Black,Partial,1,Yes,11637.31
2020,20.96,1500,Petrol,4,Honda,Manual,Gray,Full,0,Yes,7195.43
2002,17.51,1200,Diesel,1,Nissan,Manual,Gray,Full,1,Yes,4230.85
2018,18.47,2000,Diesel,2,BMW,Automatic,White,,2,Yes,9367.63
2012,17.25,800,Diesel,2,Toyota,Automatic,Blue,Partial,1,No,5861.67
1998,6.33,1000,Diesel,5,Tesla,Manual,Red,Partial,0,Yes,1000.0
2002,16.52,1200,Petrol,4,BMW,Manual,Red,Full,0,Yes,3035.49
2009,32.42,800,Petrol,1,Honda,Manual,Red,Full,0,Yes,7694.58
2010,12.96,2000,Petrol,2,Toyota,Manual,Black,Full,1,Yes,6211.22
2000,17.45,1500,Electric,5,Ford,Automatic,Silver,Full,0,Yes,6876.04
2022,20.78,1500,Petrol,5,Toyota,Automatic,Silver,,0,Yes,7936.95
2017,13.11,800,Petrol,4,Ford,Manual,Gray,Partial,0,Yes,4101.34
2012,15.39,800,Diesel,1,Nissan,Automatic,Blue,Full,0,Yes,6906.63
2015,27.78,3000,Diesel,4,Tesla,Manual,Red,,0,Yes,7896.32
2001,14.99,5000,Diesel,2,Tesla,Manual,Silver,Partial,1,No,8730.52
2000,17.29,1800,Electric,3,Ford,Automatic,Blue,Full,1,Yes,8957.62
2020,25.13,5000,Petrol,5,Toyota,Manual,White,Full,0,Yes,12142.39
2018,11.3,2500,Petrol,5,Hyundai,Automatic,Red,Partial,0,Yes,7574.22
2006,19.09,3000,Petrol,4,Chevrolet,Manual,Red,Partial,1,Yes,7714.52
1999,20.39,3000,Diesel,2,Nissan,Automatic,Gray,,1,Yes,7180.92
2002,13.17,3000,Diesel,4,Ford,Manual,Black,Partial,1,Yes,6829.18
2005,21.41,2000,Electric,1,Honda,Automatic,Silver,Full,0,Yes,8400.14
2010,27.08,800,Diesel,5,Nissan,Manual,Black,Full,1,Yes,5609.94
2018,10.35,4000,Petrol,1,Toyota,Automatic,Black,Full,0,No,11620.01
2011,14.36,2500,Diesel,3,Toyota,Manual,Gray,Partial,0,Yes,5976.47
2005,22.23,2000,Electric,3,BMW,Manual,Silver,,1,Yes,9701.78
2013,14.37,1200,Diesel,2,Nissan,Automatic,Silver,Full,0,Yes,7169.67
2022,22.67,2500,Diesel,4,Nissan,Automatic,Gray,Full,0,No,9915.31
2004,18.35,1200,Petrol,5,BMW,Manual,White,,0,Yes,3224.05
2022,22.92,3000,Petrol,3,Kia,Automatic,Red,Partial,2,No,10614.02
2011,15.44,1800,Petrol,4,Toyota,Manual,Red,Full,1,Yes,4780.07
2023,24.4,4000,Petrol,5,Toyota,Manual,Red,Partial,1,Yes,11422.99
2011,20.99,1800,Petrol,3,Volkswagen,Automatic,Gray,,0,Yes,6946.14
1997,18.49,3000,Diesel,5,Hyundai,Automatic,Silver,Full,1,Yes,4476.18
1999,17.63,1200,Diesel,4,Ford,Manual,Silver,Full,0,Yes,2721.26
2007,21.5,2500,Electric,5,Tesla,Automatic,Blue,,1,No,8887.17
2018,21.85,800,Diesel,1,Kia,Manual,Gray,Full,0,No,5895.85
1998,20.76,800,Petrol,4,Chevrolet,Automatic,Silver,,0,Yes,3223.64
2011,15.11,1800,Diesel,3,Tesla,Manual,Silver,Full,2,Yes,6688.37
2020,15.72,1500,Petrol,2,Hyundai,Manual,White,Partial,2,No,9236.59
2001,21.22,1000,Electric,5,Tesla,Automatic,Silver,Partial,1,No,5610.64
1995,14.57,2500,Petrol,1,Chevrolet,Automatic,Red,,2,Yes,5991.4
2015,13.45,1000,Diesel,1,Hyundai,Manual,White,Partial,0,Yes,6399.24
2023,19.67,3000,Diesel,4,Toyota,Manual,Black,Partial,0,Yes,11517.92
2008,19.38,1500,Electric,3,Kia,Manual,Silver,Partial,0,Yes,8491.79
2006,25.09,2000,Petrol,2,Toyota,Automatic,Silver,Full,0,Yes,8779.84
2011,20.13,5000,Diesel,1,Nissan,Manual,Red,Full,0,Yes,10860.67
1995,20.12,2000,Diesel,5,Kia,Automatic,Black,Full,1,Yes,3766.8
2014,22.33,5000,Petrol,4,Tesla,Manual,Blue,Full,0,Yes,11072.74
2007,21.88,1500,Diesel,3,Tesla,Automatic,Black,Full,2,Yes,5948.36
2008,11.27,1800,Diesel,4,BMW,Manual,Black,Partial,1,Yes,5288.01
2003,19.69,2500,Diesel,3,Honda,Manual,Red,Partial,1,No,6622.03
2021,15.1,800,Electric,3,Volkswagen,Manual,White,Full,1,Yes,9702.16
2013,15.43,2000,Petrol,5,BMW,Automatic,Red,Full,0,Yes,6069.01
2012,18.44,1500,Diesel,4,Nissan,Manual,Silver,Full,1,Yes,6690.74
2022,17.14,800,Diesel,4,BMW,Manual,White,,1,Yes,5425.72
2017,21.02,4000,Diesel,2,Hyundai,Automatic,Silver,Partial,0,No,11034.3
1998,21.18,3000,Petrol,4,Volkswagen,Automatic,Gray,,0,Yes,5496.1
2002,26.81,1500,Diesel,5,Nissan,Manual,Silver,Full,0,Yes,3871.68
2011,19.63,1000,Petrol,2,Nissan,Manual,Blue,Full,1,Yes,5014.28
1997,20.12,5000,Diesel,4,BMW,Automatic,Blue,Partial,0,Yes,8612.88
1998,16.85,2000,Petrol,5,Tesla,Manual,Gray,Full,1,Yes,3415.88
2020,13.3,1500,Petrol,3,Tesla,Automatic,Black,Full,1,No,7248.73
2018,19.42,1200,Petrol,2,Chevrolet,Manual,Red,Full,0,Yes,6031.74
2014,17.94,1000,Diesel,5,Hyundai,Automatic,White,Partial,0,Yes,4362.91
2016,22.45,4000,Diesel,5,Ford,Manual,Gray,Full,1,No,9801.85
1998,13.38,1200,Petrol,3,Honda,Automatic,Gray,Full,0,Yes,2882.78
2022,15.93,800,Petrol,4,Chevrolet,Automatic,Gray,Full,0,Yes,4323.85
2000,27.4,2000,Petrol,5,Hyundai,Automatic,Red,,0,Yes,3188.1
2019,16.05,1800,Petrol,4,Nissan,Manual,Red,Partial,0,No,5689.92
2010,24.98,1200,Diesel,1,Ford,Manual,Black,Full,1,Yes,5508.35
1995,15.41,5000,Diesel,1,Nissan,Manual,Red,,0,Yes,10278.13
2002,12.42,2500,Petrol,5,Kia,Manual,Gray,Full,1,Yes,4584.96
2020,16.72,2500,Diesel,4,Nissan,Automatic,White,Full,2,No,7165.44
1995,17.24,2000,Petrol,2,Toyota,Automatic,Red,Full,1,Yes,5333.46
2017,22.73,1200,Petrol,1,Honda,Manual,Red,,2,Yes,7396.53
1995,13.49,1000,Petrol,4,Toyota,Automatic,Gray,Full,0,Yes,4052.04
2015,14.6,1500,Petrol,2,BMW,Automatic,Black,,2,Yes,6800.66
2000,20.84,2000,Petrol,5,Toyota,Manual,Black,Full,0,Yes,4072.62
2011,18.61,2000,Petrol,2,Nissan,Manual,Black,Full,0,Yes,5533.84
2008,19.09,3000,Diesel,1,Tesla,Automatic,White,Full,0,No,9684.58
2005,18.88,5000,Diesel,3,Hyundai,Manual,Black,Partial,1,No,10167.43
2011,30.26,2500,Petrol,3,BMW,Manual,White,,0,Yes,8336.28
2002,19.01,2500,Diesel,1,BMW,Manual,Black,Full,0,Yes,6860.03
2000,9.42,800,Diesel,3,Chevrolet,Manual,Red,Partial,0,Yes,3119.32
2015,14.71,3000,Diesel,4,Nissan,Manual,White,Full,1,Yes,6813.75
1999,14.4,800,Petrol,3,Ford,Manual,Blue,,0,Yes,1094.56
1999,12.39,5000,Petrol,4,Honda,Manual,White,Full,0,Yes,11127.27
2008,19.92,1800,Diesel,2,Honda,Manual,Blue,Full,1,Yes,6594.76
2015,5.0,4000,Diesel,4,Kia,Manual,Black,Partial,0,Yes,8816.01
2021,20.71,1500,Petrol,4,Kia,Manual,Black,Full,1,No,6281.37
2013,19.45,4000,Petrol,2,BMW,Manual,White,Partial,0,Yes,11120.4
2023,14.07,5000,Diesel,2,BMW,Automatic,Silver,Full,0,Yes,13346.84
2013,19.14,800,Petrol,5,BMW,Manual,Silver,Full,1,Yes,3474.76
2014,17.89,1800,Diesel,3,Hyundai,Manual,Blue,Partial,0,No,5862.57
2018,20.75,2500,Diesel,5,Honda,Automatic,Silver,Full,2,Yes,7063.07
2002,23.34,5000,Petrol,5,Tesla,Manual,Red,,1,Yes,9398.81
2007,15.38,800,Petrol,4,Volkswagen,Automatic,Black,Full,0,Yes,4728.89
1998,7.13,1500,Petrol,3,Chevrolet,Manual,White,Partial,1,Yes,2852.95
2015,11.65,1500,Diesel,1,Honda,Automatic,Gray,Full,1,Yes,7115.79
2009,26.66,1500,Diesel,3,Hyundai,Automatic,Black,Partial,0,No,6285.29
2021,20.66,1800,Diesel,3,Ford,Automatic,White,Full,1,Yes,8529.94
2010,11.34,3000,Diesel,4,Honda,Automatic,Black,Partial,1,Yes,6456.36
2010,5.38,1500,Petrol,4,Hyundai,Manual,Black,,1,Yes,4111.37
2015,11.07,1000,Petrol,3,Chevrolet,Manual,Blue,,2,Yes,5950.82
2007,16.46,5000,Diesel,1,Nissan,Automatic,White,Full,0,Yes,12187.94
2000,28.68,4000,Diesel,1,Ford,Automatic,Red,,1,Yes,8862.01
2004,21.64,1000,Diesel,1,Nissan,Automatic,Red,,1,No,4972.73
2007,13.24,5000,Electric,3,Chevrolet,Automatic,Red,Full,0,Yes,12386.37
2017,15.52,4000,Diesel,1,BMW,Manual,White,Partial,1,Yes,11322.72
2011,25.95,1200,Electric,3,Ford,Automatic,Red,,0,Yes,9585.29
2012,19.96,3000,Petrol,4,Volkswagen,Automatic,Black,Full,0,Yes,8100.38
2014,18.12,4000,Diesel,3,Volkswagen,Manual,Blue,,0,Yes,11201.87
2023,22.51,1800,Diesel,4,Chevrolet,Manual,White,Full,0,Yes,8195.85
1996,19.79,1000,Diesel,4,Volkswagen,Automatic,Silver,,0,No,2256.13
1998,23.42,1000,Electric,4,BMW,Manual,White,Full,0,No,5802.39
2018,25.44,1800,Petrol,2,BMW,Manual,Gray,Full,1,Yes,9200.62
2012,23.3,3000,Petrol,5,Kia,Manual,Red,Partial,0,Yes,7426.07
1997,18.86,800,Diesel,2,Hyundai,Automatic,Silver,Full,0,Yes,2435.42
2023,24.57,4000,Petrol,3,Honda,Automatic,Silver,Full,0,No,13641.65
2014,17.48,800,Diesel,2,Honda,Manual,Black,Full,0,Yes,5460.22
2003,17.7,1500,Diesel,4,Ford,Manual,Red,Full,0,Yes,3743.67
2004,19.89,800,Petrol,3,Honda,Automatic,White,Full,2,Yes,3752.51
2021,14.64,1800,Electric,4,Nissan,Automatic,Red,Full,0,No,9120.75
2021,14.37,5000,Diesel,2,Kia,Automatic,Black,Full,0,No,13745.73
2010,19.17,5000,Petrol,5,Volkswagen,Automatic,Blue,Full,1,No,8732.37
2023,19.12,1200,Electric,1,Nissan,Automatic,Blue,Full,0,Yes,12679.5
2023,15.89,2000,Petrol,4,BMW,Manual,Blue,,1,No,9246.79
2013,22.84,2500,Petrol,2,Nissan,Manual,Black,,3,Yes,8159.09
2021,18.75,1200,Petrol,5,Ford,Manual,Silver,Partial,1,Yes,7180.52
2014,19.16,2000,Diesel,4,Toyota,Manual,Black,Full,0,Yes,8153.73
2014,12.26,2000,Diesel,3,Toyota,Automatic,Red,Partial,0,Yes,6243.89
1996,22.79,1500,Diesel,1,Volkswagen,Automatic,Red,Full,0,Yes,4558.78
2014,26.48,800,Petrol,1,Nissan,Manual,Red,,0,Yes,6590.79
1997,15.7,1800,Diesel,5,Hyundai,Manual,White,Full,1,Yes,5447.9
2017,12.91,1500,Petrol,5,BMW,Automatic,Silver,,0,Yes,6676.69
2007,14.21,1800,Petrol,1,Kia,Manual,Gray,Full,0,No,8681.58
2011,15.22,2500,Diesel,3,Honda,Automatic,Black,,0,Yes,5948.86
2008,9.94,1200,Petrol,4,Ford,Automatic,White,Full,0,Yes,4365.19
2005,23.81,2000,Petrol,4,Honda,Automatic,White,Partial,1,No,6066.97
2007,12.63,2000,Diesel,3,Toyota,Manual,Blue,Full,0,No,6437.68
2007,19.21,5000,Electric,3,Tesla,Manual,Silver,Full,3,Yes,13886.11
2018,13.98,1000,Petrol,3,Tesla,Automatic,Gray,,0,Yes,4916.24
2015,19.82,1200,Diesel,2,BMW,Automatic,Black,,0,Yes,7211.81
2004,21.95,1000,Petrol,1,Chevrolet,Automatic,Blue,Full,0,Yes,6332.39
2014,10.1,2500,Diesel,2,Hyundai,Manual,Silver,Full,0,Yes,6384.32
2013,18.37,1000,Diesel,3,Chevrolet,Automatic,Black,Partial,0,No,5030.79
1999,31.48,2500,Petrol,2,Honda,Automatic,Blue,Full,0,No,8302.52
1998,16.63,1200,Electric,5,Volkswagen,Manual,Gray,Full,1,No,6795.7
2020,20.78,1800,Petrol,3,Tesla,Manual,Red,Full,0,Yes,6489.62
2004,18.6,1000,Petrol,3,Honda,Manual,White,Full,1,Yes,4163.78
2012,25.58,5000,Petrol,1,Volkswagen,Manual,Blue,Partial,1,Yes,13237.49
2023,22.86,1200,Diesel,2,Chevrolet,Manual,Black,,0,Yes,7672.69
2016,23.31,5000,Diesel,5,Nissan,Automatic,Silver,,0,No,10052.79
2012,18.28,1000,Diesel,3,Toyota,Manual,Blue,Full,1,Yes,5568.17
2011,10.17,3000,Petrol,2,Chevrolet,Manual,Red,Full,0,Yes,7838.21
2015,18.47,1800,Diesel,4,Ford,Manual,Black,Full,1,Yes,6584.01
2016,23.56,1500,Diesel,1,Toyota,Automatic,White,Full,0,No,8838.48
2020,15.78,1200,Petrol,3,Honda,Manual,Blue,Full,2,Yes,8173.03
2003,20.62,5000,Petrol,4,Honda,Automatic,Red,Partial,0,Yes,9917.55
2009,14.3,1500,Electric,2,Ford,Manual,Gray,Partial,0,Yes,8570.38
2009,6.85,3000,Petrol,5,Tesla,Manual,Gray,Full,0,Yes,5114.11
2004,17.95,2000,Petrol,2,Volkswagen,Manual,Blue,,0,Yes,5617.77
2022,13.98,2000,Petrol,2,Kia,Automatic,Silver,Partial,0,No,8677.27
2021,22.29,1000,Petrol,1,Nissan,Manual,Blue,,0,Yes,8894.32
2012,12.94,2500,Diesel,3,BMW,Manual,White,Full,1,Yes,5137.11
2005,18.05,800,Diesel,3,BMW,Manual,Red,Full,0,Yes,3713.56
2006,9.86,3000,Petrol,5,Ford,Automatic,White,Partial,1,Yes,6533.57
1996,9.89,4000,Diesel,3,Hyundai,Manual,Gray,,0,Yes,5688.53
2023,22.48,3000,Petrol,3,Tesla,Manual,Black,Full,0,Yes,9884.04
2004,27.96,800,Electric,1,BMW,Manual,White,,2,Yes,8176.46
1997,23.04,1200,Electric,5,Ford,Manual,Red,Full,0,Yes,6166.73
2022,19.74,3000,Diesel,1,Ford,Manual,Gray,Partial,1,Yes,11120.28
2018,13.34,2000,Diesel,5,BMW,Automatic,Red,Full,0,Yes,5516.01
2000,13.5,1000,Diesel,1,Ford,Automatic,Black,Partial,2,Yes,4385.16
2001,12.75,4000,Petrol,4,Nissan,Manual,Silver,,0,Yes,7115.54
2014,14.07,800,Diesel,4,Tesla,Manual,Red,Full,0,Yes,3427.9
2012,21.95,3000,Petrol,3,Honda,Manual,Gray,Partial,0,No,9004.75
2000,19.07,5000,Petrol,2,Honda,Manual,Red,Partial,0,No,10543.65
2004,17.58,5000,Petrol,5,Ford,Manual,Black,Full,0,Yes,9371.48
1999,14.52,3000,Diesel,1,Honda,Manual,Gray,Partial,1,Yes,6587.68
2008,15.6,3000,Petrol,5,Honda,Automatic,White,Partial,0,Yes,5459.18
2001,17.66,5000,Diesel,3,Hyundai,Automatic,Red,Full,4,Yes,9550.86
2020,20.9,3000,Petrol,1,BMW,Automatic,Black,Full,0,Yes,9797.46
2016,13.37,4000,Petrol,2,Honda,Automatic,Silver,Partial,0,Yes,10032.97
2008,12.29,5000,Diesel,4,Kia,Manual,Black,Partial,0,No,11209.65
2023,20.32,2500,Petrol,2,BMW,Manual,Black,Full,0,Yes,9088.99
2021,11.39,2000,Petrol,4,Chevrolet,Manual,Red,,0,Yes,6537.78
1999,22.03,2000,Diesel,4,Toyota,Manual,Silver,Full,0,Yes,6024.41
2021,21.06,1800,Diesel,3,Tesla,Automatic,Black,,1,Yes,6692.41
2016,9.39,5000,Diesel,4,Tesla,Manual,Red,Partial,1,Yes,9971.84
2023,19.45,2000,Petrol,4,Kia,Manual,Black,Partial,0,Yes,8219.89
2011,15.38,1800,Petrol,2,Tesla,Automatic,Gray,Full,0,Yes,6211.78
2004,17.96,2000,Diesel,4,Kia,Automatic,White,Full,0,Yes,7279.51
2007,20.64,2500,Petrol,4,BMW,Automatic,Blue,Full,0,No,6489.17
2017,14.4,1500,Electric,2,Ford,Automatic,Black,,0,No,10456.24
2017,23.76,4000,Petrol,5,Toyota,Automatic,Gray,Partial,0,Yes,9601.23
2009,23.99,2500,Petrol,5,BMW,Manual,Black,Partial,0,Yes,7548.0
2012,14.67,4000,Diesel,5,Toyota,Manual,Black,Full,1,No,6355.01
2011,13.77,5000,Petrol,2,Volkswagen,Automatic,Blue,Full,1,Yes,9824.74
2000,18.76,2000,Diesel,2,Volkswagen,Manual,Gray,,0,Yes,3439.22
2019,8.9,800,Petrol,2,Ford,Automatic,White,,0,Yes,4681.55
2016,25.42,1200,Diesel,3,Nissan,Manual,Blue,Partial,0,Yes,6996.69
2007,19.98,1800,Petrol,5,Volkswagen,Manual,Black,Partial,0,Yes,3242.53
1996,26.34,1500,Diesel,3,Tesla,Manual,Gray,,0,Yes,4666.49
2010,24.79,1500,Petrol,3,Honda,Automatic,White,Full,0,Yes,7051.43
2014,5.62,1200,Petrol,2,Volkswagen,Automatic,Red,Full,1,No,5814.42
2004,18.28,1500,Diesel,1,Nissan,Manual,Black,Full,0,No,5705.16
2015,26.55,1200,Petrol,5,Hyundai,Manual,Silver,Partial,0,Yes,5877.47
2018,16.46,800,Diesel,1,Tesla,Automatic,Silver,Full,0,Yes,6674.11
2003,13.09,5000,Diesel,5,Honda,Manual,Silver,Partial,0,Yes,8080.31
2000,13.24,1000,Petrol,5,Volkswagen,Manual,Silver,Partial,1,Yes,2921.38
1996,22.82,4000,Diesel,5,Toyota,Automatic,Red,Full,0,Yes,5312.41
2022,19.85,3000,Electric,4,Chevrolet,Manual,Red,Full,2,Yes,12233.4
2008,19.91,800,Petrol,2,Kia,Manual,Black,Full,0,Yes,4375.97
1996,9.56,1800,Diesel,5,Kia,Automatic,Blue,,1,Yes,2773.44
2010,20.07,1200,Diesel,5,Tesla,Automatic,Red,Partial,0,Yes,5390.65
2011,12.02,4000,Diesel,5,Chevrolet,Manual,Red,Full,0,Yes,8030.15
2013,22.0,2000,Petrol,3,Chevrolet,Manual,Blue,Full,0,Yes,7660.24
2007,16.1,1500,Petrol,2,Ford,Manual,Gray,Full,0,No,6080.08
1995,20.45,5000,Diesel,5,Nissan,Automatic,Blue,Full,0,No,6562.53
1995,10.61,1800,Diesel,3,Tesla,Automatic,Gray,,0,No,2124.15
1996,20.37,2500,Petrol,3,Hyundai,Manual,Gray,,0,Yes,7153.46
2014,21.27,1800,Diesel,1,BMW,Manual,White,Partial,1,Yes,9503.71
2003,14.59,2000,Diesel,3,Honda,Manual,Black,Partial,1,Yes,6387.99
2007,15.02,800,Diesel,5,Tesla,Automatic,Red,Full,1,Yes,4127.28
2012,17.14,2500,Petrol,5,Kia,Manual,Silver,Partial,0,Yes,5845.1
1997,11.22,1500,Petrol,4,Volkswagen,Manual,White,Full,0,Yes,3493.61
1997,15.63,1500,Diesel,4,Honda,Manual,Red,Full,0,Yes,3257.75
1999,9.93,2500,Diesel,1,Hyundai,Manual,White,Partial,0,Yes,6849.34
2014,17.14,1000,Petrol,4,Chevrolet,Automatic,Blue,Partial,0,Yes,4747.56
1996,14.15,2000,Petrol,5,Tesla,Manual,Red,Full,0,No,3395.55
2009,21.97,1000,Petrol,3,Tesla,Automatic,Red,Full,1,Yes,6051.52
2009,24.86,3000,Diesel,4,Hyundai,Automatic,Blue,Partial,0,Yes,8147.47
2011,28.27,2000,Petrol,1,Nissan,Manual,Blue,Full,0,Yes,8061.03
1997,19.6,800,Petrol,1,Kia,Automatic,Black,Partial,0,Yes,3727.01
2001,9.14,5000,Electric,5,Tesla,Automatic,White,Full,0,Yes,9425.2
2013,23.65,1000,Diesel,3,Volkswagen,Automatic,Black,,0,Yes,8162.31
2021,21.26,1000,Petrol,4,Tesla,Manual,Black,Partial,0,Yes,7812.54
2002,21.1,3000,Diesel,1,Toyota,Automatic,Gray,Full,2,Yes,8365.84
2020,32.46,800,Petrol,3,Volkswagen,Manual,Black,,0,Yes,4895.71
2006,20.18,3000,Diesel,1,Tesla,Manual,Black,Partial,1,Yes,9246.71
1995,22.2,1000,Electric,2,Chevrolet,Manual,Gray,Full,1,Yes,6673.97
2003,24.02,2000,Diesel,3,Kia,Automatic,Blue,,0,Yes,6325.95
2007,7.98,1200,Petrol,3,Ford,Automatic,Silver,Partial,0,Yes,3411.11
2017,16.97,2500,Diesel,1,Volkswagen,Manual,Silver,Full,1,Yes,9504.52
2007,27.74,800,Petrol,2,Chevrolet,Automatic,Silver,Partial,0,Yes,6949.05
2005,20.59,1800,Petrol,3,Ford,Automatic,Blue,Full,0,Yes,6670.06
1996,23.99,4000,Electric,1,Chevrolet,Automatic,White,Full,1,Yes,12629.04
2020,24.14,1500,Diesel,3,Kia,Manual,Black,Partial,1,Yes,9107.15
2014,13.97,2000,Petrol,5,Kia,Manual,White,,0,Yes,4432.55
2002,15.76,2500,Diesel,3,Hyundai,Manual,White,Partial,0,Yes,3969.35
2010,20.62,1200,Petrol,3,Volkswagen,Manual,Silver,Partial,0,Yes,6215.0
2007,22.51,4000,Petrol,5,Honda,Manual,Silver,Partial,0,Yes,9072.19
2022,17.82,2500,Diesel,3,BMW,Automatic,Red,Partial,1,Yes,8018.07
1998,22.98,2000,Petrol,1,Ford,Automatic,Black,Full,0,Yes,8913.82
2007,18.04,1200,Diesel,2,Ford,Manual,Red,Full,1,Yes,6105.01
2023,9.65,5000,Diesel,3,Tesla,Manual,Red,Full,1,Yes,10065.23
2009,19.2,3000,Electric,5,Toyota,Manual,Black,Full,0,No,10956.5
2015,14.43,2000,Petrol,3,Toyota,Manual,Blue,Partial,0,Yes,6276.32
2015,7.68,4000,Diesel,1,Hyundai,Automatic,White,Full,1,Yes,10507.68
2001,5.53,2500,Diesel,4,Ford,Manual,Silver,Full,0,No,3568.18
2005,23.8,1000,Diesel,1,Volkswagen,Manual,White,Full,0,Yes,6104.76
1995,21.45,3000,Petrol,4,Toyota,Automatic,Blue,Full,0,Yes,6540.54
2017,16.84,1800,Petrol,3,BMW,Manual,Black,,0,No,7434.45
2003,20.6,3000,Diesel,3,Ford,Manual,Red,Full,1,Yes,8724.72
1997,7.54,1800,Petrol,2,Volkswagen,Manual,Silver,Partial,1,Yes,3126.5
2022,21.2,2000,Petrol,4,Kia,Automatic,Red,Full,2,Yes,6647.34
2010,14.42,2000,Petrol,5,Tesla,Manual,Silver,,1,Yes,5160.98
2016,21.35,2000,Petrol,2,Hyundai,Automatic,Blue,Full,1,Yes,9185.0
2003,26.23,2500,Electric,4,Toyota,Automatic,Silver,Full,0,Yes,11043.12
2014,17.91,5000,Diesel,4,Nissan,Automatic,White,Partial,0,No,11168.48
2017,12.84,1200,Diesel,2,Toyota,Automatic,Black,Partial,1,Yes,5981.81
1999,29.04,1800,Petrol,1,BMW,Manual,Silver,Full,0,No,7632.23
2017,12.82,1000,Diesel,2,Ford,Automatic,Silver,Partial,0,No,5778.41
1997,21.25,1000,Petrol,3,Chevrolet,Manual,Red,,0,No,3762.44
2019,13.85,1800,Diesel,5,Hyundai,Automatic,Silver,Partial,2,Yes,4149.78
1995,14.97,3000,Petrol,2,Honda,Automatic,Black,Partial,0,No,6835.16
2022,18.79,2500,Petrol,4,Tesla,Manual,Gray,Partial,1,Yes,8835.49
1996,27.17,2500,Petrol,4,Kia,Manual,Blue,Full,1,Yes,4509.78
2008,21.23,1000,Diesel,2,Nissan,Automatic,Red,,1,No,5183.34
2008,24.95,4000,Electric,2,Hyundai,Automatic,White,Full,1,Yes,12870.17
2003,12.94,800,Diesel,2,Tesla,Manual,Silver,Partial,3,Yes,4729.89
2021,19.82,800,Diesel,3,BMW,Manual,Black,Partial,2,No,6202.09
2005,29.08,1500,Diesel,3,Honda,Manual,White,Full,0,Yes,6732.29
2022,19.93,1200,Diesel,1,Volkswagen,Manual,Blue,Full,0,Yes,7406.55
1996,10.07,1200,Petrol,4,Hyundai,Automatic,Red,,0,No,1002.26
2007,18.72,800,Electric,5,BMW,Automatic,Silver,Partial,0,No,5733.46
2014,13.09,1200,Petrol,5,Chevrolet,Manual,Blue,Partial,0,Yes,4446.51
2015,13.27,1800,Petrol,5,Toyota,Manual,Gray,,1,Yes,5038.7
2018,11.63,4000,Diesel,5,Kia,Automatic,Red,Full,0,Yes,10746.59
2010,18.63,1200,Diesel,1,Volkswagen,Manual,White,Full,0,Yes,5752.19
2015,17.17,2500,Petrol,4,Chevrolet,Manual,Red,Full,0,Yes,7357.97
2008,20.49,1500,Petrol,5,Kia,Automatic,Gray,Full,0,Yes,3128.18
2021,19.8,2000,Petrol,1,Nissan,Manual,Black,Full,1,No,9860.6
2012,15.87,3000,Petrol,5,Hyundai,Automatic,Red,,0,Yes,7857.22
2019,16.44,3000,Diesel,2,Ford,Manual,Silver,Full,1,Yes,10504.8
2018,12.31,2500,Petrol,5,Nissan,Automatic,Blue,Full,1,Yes,6890.49
2018,20.66,1000,Petrol,2,Chevrolet,Manual,Blue,Partial,0,Yes,8367.05
