make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,actual_price_usd,predicted_price_usd
2008,12.37,1500,Petrol,2,Ford,Manual,White,Partial,1,No,4802.17,5360.436166133148
2002,15.08,2500,Electric,3,Tesla,Manual,Silver,,0,Yes,9239.24,8717.77465779248
2002,22.85,2000,Petrol,3,Toyota,Automatic,Red,Partial,1,No,5195.88,6054.84500527411
2006,12.68,3000,Diesel,3,Hyundai,Automatic,White,Full,0,Yes,8065.01,6823.3715396563675
2006,14.08,1800,Petrol,3,Kia,Manual,Blue,,0,Yes,6674.33,5169.042240817712
2022,12.8,1200,Petrol,4,Chevrolet,Manual,Blue,Full,0,No,6320.33,6024.643048971195
2015,10.23,2500,Petrol,5,Chevrolet,Manual,Silver,,0,Yes,4222.5,6098.868635206333
2001,21.05,1200,Petrol,5,Ford,Manual,Blue,Full,0,Yes,5238.4,3373.466372118003
2008,14.95,1800,Diesel,1,Kia,Manual,Red,,0,Yes,6867.65,6632.039996387578
2023,14.14,800,Electric,5,Honda,Manual,Silver,,0,No,7359.55,8311.566329687677
2012,16.0,1500,Diesel,5,Honda,Automatic,Blue,,1,Yes,3843.96,4908.433811699027
1998,15.34,5000,Petrol,4,Toyota,Automatic,Silver,Partial,1,Yes,8995.35,8440.452336786206
1995,21.11,800,Diesel,4,Volkswagen,Manual,Silver,Partial,2,No,1000.0,2499.4716065333887
2011,9.32,2500,Petrol,2,Chevrolet,Manual,Black,Full,0,Yes,6332.49,6904.286873924671
2001,20.67,1500,Petrol,4,Chevrolet,Automatic,Red,Full,0,Yes,5056.6,4357.308315251607
2002,11.44,800,Petrol,3,Toyota,Manual,White,Partial,2,No,1000.0,2836.641587253869
2010,17.08,4000,Electric,4,Hyundai,Manual,Blue,Full,0,Yes,12508.62,11913.65281867334
2021,23.62,800,Diesel,5,Honda,Manual,Red,Partial,0,Yes,7337.5,6181.288556219153
1995,7.32,2000,Petrol,3,Chevrolet,Automatic,Black,Full,0,Yes,2039.13,3060.0053191771085
2017,18.36,1500,Diesel,1,Hyundai,Manual,Silver,Full,0,Yes,7714.3,7835.506592989441
2007,22.8,2000,Petrol,2,Tesla,Manual,Blue,,1,Yes,7742.82,7115.8453543258765
2019,20.54,2000,Electric,3,Honda,Manual,Blue,Full,0,Yes,11179.2,11219.196478820528
2022,17.03,5000,Diesel,2,Nissan,Manual,Gray,Full,0,No,12587.68,13226.860942264904
2020,7.68,2500,Diesel,1,Chevrolet,Manual,Gray,Full,1,No,8419.29,8536.083626207337
2001,24.47,4000,Petrol,5,BMW,Manual,Black,Partial,2,Yes,8624.75,8110.159859381454
2021,20.67,800,Diesel,5,Ford,Manual,White,Partial,0,Yes,6451.28,5749.5284006715465
2015,16.0,800,Diesel,4,Volkswagen,Manual,Gray,,0,Yes,5758.99,4816.51458588308
2000,16.78,2000,Petrol,5,Volkswagen,Manual,Blue,,0,Yes,2619.27,3969.691131839397
2020,18.96,2500,Petrol,1,Toyota,Manual,Silver,Full,1,Yes,9190.32,9869.590129066159
2003,15.7,4000,Diesel,1,BMW,Manual,White,Full,1,Yes,9876.22,9295.641734788847
2002,20.24,5000,Petrol,1,Tesla,Automatic,Red,Full,1,Yes,11100.23,11125.933522829844
2007,14.12,2500,Diesel,2,Honda,Automatic,Red,Full,0,No,7289.09,7007.278650746979
2008,17.69,2500,Petrol,5,Ford,Automatic,Blue,,1,Yes,7186.13,5968.97960407252
2007,18.98,2000,Petrol,2,Ford,Automatic,Blue,Partial,0,Yes,7285.92,6691.0726569259205
2009,15.52,1500,Petrol,1,BMW,Manual,Black,Full,1,Yes,6155.67,6435.811354670189
2010,10.52,1800,Petrol,4,BMW,Automatic,Black,,1,Yes,4632.65,4974.818523036445
2010,25.32,2000,Diesel,4,BMW,Automatic,Black,Full,1,No,7492.03,7101.746127955246
2018,11.47,1200,Petrol,5,Toyota,Automatic,Gray,,1,Yes,3859.09,4783.568457924946
2003,13.02,1000,Petrol,1,Ford,Manual,Blue,,0,No,3179.54,4392.5581173437295
2003,18.03,4000,Petrol,4,Nissan,Manual,Silver,Partial,1,Yes,7758.07,8011.293211479569
2017,15.74,800,Petrol,1,Tesla,Automatic,Red,,0,Yes,5227.0,6533.232431225662
2016,24.5,5000,Diesel,5,Honda,Manual,White,Full,0,Yes,12643.87,11784.151966179625
2023,24.79,1000,Diesel,4,Hyundai,Automatic,Red,,1,Yes,7934.14,7379.213936212742
1995,25.49,1500,Petrol,3,Honda,Manual,Black,Full,0,Yes,4518.96,4533.477068916579
2014,20.54,1000,Petrol,3,Honda,Manual,Silver,Partial,0,No,5967.47,6004.862580804051
2014,17.17,2500,Petrol,4,Volkswagen,Manual,Silver,Partial,0,No,6935.49,7376.799377454042
2017,19.25,1500,Petrol,4,Kia,Automatic,White,,0,Yes,6404.54,6547.985240204605
2009,16.23,5000,Diesel,1,Honda,Manual,Red,Full,1,No,8719.97,11775.061785207434
2010,17.51,800,Petrol,3,Chevrolet,Manual,Black,Partial,0,Yes,3134.46,4715.311190957755
2015,25.69,1800,Diesel,1,Toyota,Automatic,White,Full,0,Yes,7888.47,8941.013727239642
2011,14.17,3000,Diesel,4,BMW,Manual,Black,Full,0,Yes,9311.98,7344.1709004156255
2019,15.58,2500,Electric,1,Nissan,Manual,Silver,Full,0,Yes,11875.37,12335.439134705437
2006,20.07,2500,Petrol,1,Volkswagen,Manual,Red,Full,0,Yes,8095.54,8041.243863995698
2013,12.17,5000,Diesel,5,Chevrolet,Manual,Blue,Partial,0,Yes,12189.58,9767.192446064337
2000,21.61,4000,Petrol,3,Hyundai,Automatic,Red,Full,0,Yes,7623.9,8536.763331365297
2010,16.99,2000,Petrol,3,Chevrolet,Automatic,Silver,Partial,1,Yes,6321.26,6420.315022406197
2015,20.1,2000,Diesel,3,BMW,Manual,Silver,Full,0,Yes,6098.41,7607.732728671577
2001,8.17,4000,Petrol,4,Chevrolet,Manual,White,,0,No,8587.64,6566.428226653006
1997,10.62,800,Diesel,5,Nissan,Manual,Gray,,0,Yes,1000.0,955.5230926582444
2013,21.07,1800,Electric,3,Volkswagen,Manual,Blue,Partial,0,Yes,10512.2,10118.00665414577
1997,14.28,1800,Diesel,5,Hyundai,Manual,Red,Full,1,Yes,3031.19,2933.8476696103626
2009,14.06,1800,Electric,2,BMW,Automatic,Red,Partial,1,Yes,10471.69,9276.04292952587
2023,23.68,800,Petrol,5,BMW,Automatic,Blue,Full,0,Yes,6531.53,6461.149002970793
2006,11.49,2500,Electric,5,Chevrolet,Manual,Red,Full,0,Yes,8405.65,8000.438239687113
1998,8.45,5000,Petrol,1,Volkswagen,Automatic,Gray,Partial,1,Yes,7197.2,9130.773652952888
2012,16.07,1200,Diesel,1,Kia,Automatic,Black,Partial,0,Yes,4832.14,6451.359425828368
1999,24.08,2000,Petrol,5,Honda,Manual,Blue,Partial,0,Yes,4452.56,4675.311574561716
1998,10.83,5000,Petrol,3,Ford,Automatic,Black,Full,0,Yes,8225.3,8412.335380064622
2002,10.4,1500,Petrol,3,Hyundai,Manual,Red,,2,Yes,2047.2,3738.48950717939
1998,13.12,5000,Diesel,1,Ford,Manual,Black,Partial,0,Yes,9906.5,9656.937539817733
2003,25.52,2500,Diesel,5,BMW,Automatic,Gray,,0,Yes,7152.81,6262.577297940011
2006,15.43,5000,Petrol,4,Ford,Automatic,Red,Partial,0,No,11682.74,9730.28606835899
2018,20.25,2500,Diesel,4,Chevrolet,Manual,Blue,Partial,1,Yes,7340.05,8245.491165351028
2003,6.31,3000,Diesel,4,Nissan,Automatic,Red,Partial,0,Yes,4784.78,5184.386559417568
1999,15.28,1000,Petrol,5,Toyota,Automatic,Gray,Full,0,Yes,2528.46,2114.7722290503298
2015,11.95,4000,Electric,4,Kia,Manual,Red,,0,No,14117.03,12178.761354724027
2011,20.69,4000,Diesel,3,Chevrolet,Automatic,Silver,Full,1,Yes,9359.66,10010.026332197192
2006,19.83,1500,Diesel,1,Chevrolet,Manual,Black,,0,No,5365.9,6464.91241206004
2019,22.03,5000,Petrol,1,Nissan,Automatic,Red,,1,Yes,13738.87,13921.352902326686
2020,16.09,1800,Petrol,2,Volkswagen,Automatic,Gray,Full,0,No,7214.65,8087.705165189308
2022,13.01,5000,Electric,2,Volkswagen,Automatic,Silver,Full,1,Yes,16765.07,15779.474661429345
2023,6.78,1500,Petrol,2,Kia,Manual,Red,Partial,1,Yes,9143.69,6937.325829630075
2012,22.28,1800,Diesel,5,Toyota,Manual,Gray,,1,No,6644.58,6119.683706024604
2020,22.07,5000,Petrol,2,Tesla,Manual,Blue,Partial,1,Yes,12762.35,13443.003620158226
2008,18.49,1000,Diesel,2,Volkswagen,Automatic,Blue,Full,2,Yes,5308.57,5365.945577838264
2017,17.7,1000,Petrol,3,Toyota,Manual,Gray,Full,2,No,3982.2,6092.599776306128
2008,18.17,2000,Diesel,2,Kia,Automatic,Silver,Partial,0,No,7036.11,6808.103500853956
1996,11.65,2500,Diesel,4,Volkswagen,Manual,Silver,Full,0,Yes,2440.06,4002.5427330065872
2006,14.06,4000,Petrol,3,Volkswagen,Manual,Red,Full,0,Yes,7131.5,8577.88171031538
2020,19.67,1800,Petrol,3,Honda,Automatic,Blue,Full,1,Yes,7231.2,7964.247640673634
2003,20.51,2000,Diesel,1,Chevrolet,Manual,Black,Partial,0,Yes,7213.4,6812.223645165654
2004,18.61,1200,Diesel,2,Kia,Automatic,Silver,Full,0,Yes,5489.95,5037.158821625655
2012,16.35,1800,Diesel,4,BMW,Manual,White,Full,2,Yes,5442.05,5962.681631770527
2013,9.17,1800,Petrol,1,Toyota,Automatic,White,Full,2,Yes,6283.2,6650.804365018944
2006,21.59,1800,Diesel,4,Nissan,Automatic,Black,Full,0,Yes,6695.24,5658.428202398116
2020,20.76,1800,Electric,1,Hyundai,Automatic,Red,Full,0,No,11182.34,12152.307025547903
1997,14.14,1000,Petrol,1,Honda,Automatic,Gray,Full,1,No,4175.7,3701.649546469769
2015,23.36,4000,Petrol,2,Chevrolet,Automatic,Silver,Full,0,Yes,12523.36,11408.33308888071
2011,13.1,1800,Petrol,2,Ford,Manual,White,Full,0,Yes,7449.72,6305.164632707222
2002,29.61,2000,Diesel,4,Ford,Automatic,Gray,Full,1,Yes,6221.95,6273.215227774689
2017,19.14,1200,Electric,5,Volkswagen,Automatic,Red,Full,0,Yes,7783.0,8697.53870849889
2003,15.51,5000,Diesel,3,Kia,Automatic,Silver,Full,1,Yes,8993.78,9706.872592298385
1999,18.71,1800,Diesel,1,Toyota,Automatic,Gray,Full,1,Yes,5376.03,5689.678479518772
2003,14.26,1500,Petrol,1,Honda,Automatic,Silver,,1,Yes,4619.72,5318.952786837002
2009,28.27,1200,Petrol,2,Hyundai,Manual,White,Full,2,Yes,8538.79,6944.267298426077
2016,22.02,800,Diesel,1,Kia,Manual,Gray,,0,Yes,7150.96,7114.146059174478
2016,12.97,1500,Diesel,4,Volkswagen,Automatic,Gray,Full,1,No,7562.05,5697.64479392145
2005,14.76,1000,Diesel,5,Ford,Automatic,White,Full,1,Yes,3467.94,2972.9021536497785
2022,23.46,1800,Electric,2,Honda,Manual,Black,Full,1,Yes,12813.67,12263.591680629605
1999,17.2,800,Petrol,3,Toyota,Automatic,Gray,Partial,1,Yes,2496.62,3029.4821976649273
2002,19.84,800,Diesel,4,Toyota,Automatic,Silver,,0,No,3376.86,3339.4635855820925
2016,18.73,800,Diesel,4,Nissan,Automatic,White,Partial,1,Yes,5200.47,5300.02062563246
1997,17.28,3000,Diesel,4,Honda,Manual,Blue,Full,1,No,5016.69,5583.40727149815
2001,7.63,1800,Diesel,2,Tesla,Automatic,Silver,Partial,1,No,3689.27,4149.9355989524465
1996,18.19,1500,Diesel,1,Hyundai,Manual,Black,Partial,0,Yes,3547.21,4733.36313026897
2008,20.49,5000,Petrol,3,Hyundai,Manual,Red,Full,1,Yes,10334.75,11076.179073616784
1995,14.85,4000,Diesel,2,Nissan,Automatic,White,,1,Yes,6729.33,7467.9201889693
2006,14.35,1800,Diesel,5,Volkswagen,Automatic,Gray,Full,0,Yes,4671.3,4297.114630863047
2005,18.32,800,Diesel,1,Tesla,Manual,Black,Full,0,Yes,2701.44,5023.478759135275
2012,11.5,1000,Electric,3,Ford,Automatic,Gray,Partial,1,Yes,7799.36,7578.7805168147
2022,19.68,4000,Petrol,4,Hyundai,Automatic,White,Full,0,Yes,10939.12,11050.39822411936
2020,15.34,1500,Diesel,5,BMW,Automatic,Black,,1,Yes,8609.96,6111.883811313444
2007,24.47,4000,Diesel,2,Kia,Manual,Blue,Full,0,No,8601.84,10389.152428624066
2013,18.83,5000,Diesel,3,BMW,Manual,Black,Full,0,Yes,10364.6,11682.506436557249
2002,15.26,2000,Petrol,1,Nissan,Manual,Blue,Partial,1,Yes,5863.18,5999.035311868904
2011,11.55,1500,Petrol,5,BMW,Manual,White,Partial,2,Yes,4848.87,4291.075570636998
2004,21.94,1800,Petrol,1,Nissan,Manual,Gray,Full,0,Yes,6480.68,6811.472046263136
2017,28.46,2500,Electric,1,Ford,Automatic,Black,Partial,1,Yes,11637.31,13633.292270807002
2020,20.96,1500,Petrol,4,Honda,Manual,Gray,Full,0,Yes,7195.43,7174.442671006591
2002,17.51,1200,Diesel,1,Nissan,Manual,Gray,Full,1,Yes,4230.85,5090.473823529177
2018,18.47,2000,Diesel,2,BMW,Automatic,White,,2,Yes,9367.63,8402.157029246544
2012,17.25,800,Diesel,2,Toyota,Automatic,Blue,Partial,1,No,5861.67,5487.828498039946
1998,6.33,1000,Diesel,5,Tesla,Manual,Red,Partial,0,Yes,1000.0,901.5580852721032
2002,16.52,1200,Petrol,4,BMW,Manual,Red,Full,0,Yes,3035.49,3622.860681306498
2009,32.42,800,Petrol,1,Honda,Manual,Red,Full,0,Yes,7694.58,7413.145242828881
2010,12.96,2000,Petrol,2,Toyota,Manual,Black,Full,1,Yes,6211.22,6463.743547109749
2000,17.45,1500,Electric,5,Ford,Automatic,Silver,Full,0,Yes,6876.04,6276.627134672826
2022,20.78,1500,Petrol,5,Toyota,Automatic,Silver,,0,Yes,7936.95,6945.92312076028
2017,13.11,800,Petrol,4,Ford,Manual,Gray,Partial,0,Yes,4101.34,4693.6304197533545
2012,15.39,800,Diesel,1,Nissan,Automatic,Blue,Full,0,Yes,6906.63,5723.863134604978
2015,27.78,3000,Diesel,4,Tesla,Manual,Red,,0,Yes,7896.32,9501.748809731349
2001,14.99,5000,Diesel,2,Tesla,Manual,Silver,Partial,1,No,8730.52,9807.442291619427
2000,17.29,1800,Electric,3,Ford,Automatic,Blue,Full,1,Yes,8957.62,7680.496640226378
2020,25.13,5000,Petrol,5,Toyota,Manual,White,Full,0,Yes,12142.39,12424.243183136688
2018,11.3,2500,Petrol,5,Hyundai,Automatic,Red,Partial,0,Yes,7574.22,6747.461024540374
2006,19.09,3000,Petrol,4,Chevrolet,Manual,Red,Partial,1,Yes,7714.52,7140.983573288763
1999,20.39,3000,Diesel,2,Nissan,Automatic,Gray,,1,Yes,7180.92,7206.542687178301
2002,13.17,3000,Diesel,4,Ford,Manual,Black,Partial,1,Yes,6829.18,5806.542350411599
2005,21.41,2000,Electric,1,Honda,Automatic,Silver,Full,0,Yes,8400.14,10241.236631751184
2010,27.08,800,Diesel,5,Nissan,Manual,Black,Full,1,Yes,5609.94,4924.353254394156
2018,10.35,4000,Petrol,1,Toyota,Automatic,Black,Full,0,No,11620.01,10859.92750458578
2011,14.36,2500,Diesel,3,Toyota,Manual,Gray,Partial,0,Yes,5976.47,6997.663621186701
2005,22.23,2000,Electric,3,BMW,Manual,Silver,,1,Yes,9701.78,9395.348661668617
2013,14.37,1200,Diesel,2,Nissan,Automatic,Silver,Full,0,Yes,7169.67,5865.414257895478
2022,22.67,2500,Diesel,4,Nissan,Automatic,Gray,Full,0,No,9915.31,9208.5931479481
2004,18.35,1200,Petrol,5,BMW,Manual,White,,0,Yes,3224.05,3616.017716504881
2022,22.92,3000,Petrol,3,Kia,Automatic,Red,Partial,2,No,10614.02,10544.552954752033
2011,15.44,1800,Petrol,4,Toyota,Manual,Red,Full,1,Yes,4780.07,5662.479366961749
2023,24.4,4000,Petrol,5,Toyota,Manual,Red,Partial,1,Yes,11422.99,11327.77345408338
2011,20.99,1800,Petrol,3,Volkswagen,Automatic,Gray,,0,Yes,6946.14,6817.434922540959
1997,18.49,3000,Diesel,5,Hyundai,Automatic,Silver,Full,1,Yes,4476.18,5179.131774408326
1999,17.63,1200,Diesel,4,Ford,Manual,Silver,Full,0,Yes,2721.26,3163.4182983214523
2007,21.5,2500,Electric,5,Tesla,Automatic,Blue,,1,No,8887.17,9304.601183739542
2018,21.85,800,Diesel,1,Kia,Manual,Gray,Full,0,No,5895.85,7425.849809103564
1998,20.76,800,Petrol,4,Chevrolet,Automatic,Silver,,0,Yes,3223.64,2805.617423468393
2011,15.11,1800,Diesel,3,Tesla,Manual,Silver,Full,2,Yes,6688.37,6009.370627189985
2020,15.72,1500,Petrol,2,Hyundai,Manual,White,Partial,2,No,9236.59,7545.466731688913
2001,21.22,1000,Electric,5,Tesla,Automatic,Silver,Partial,1,No,5610.64,6143.444348600517
1995,14.57,2500,Petrol,1,Chevrolet,Automatic,Red,,2,Yes,5991.4,5697.456437936586
2015,13.45,1000,Diesel,1,Hyundai,Manual,White,Partial,0,Yes,6399.24,6230.277127497147
2023,19.67,3000,Diesel,4,Toyota,Manual,Black,Partial,0,Yes,11517.92,9723.65287244567
2008,19.38,1500,Electric,3,Kia,Manual,Silver,Partial,0,Yes,8491.79,8683.102969157993
2006,25.09,2000,Petrol,2,Toyota,Automatic,Silver,Full,0,Yes,8779.84,7301.312842443101
2011,20.13,5000,Diesel,1,Nissan,Manual,Red,Full,0,Yes,10860.67,12488.000612964655
1995,20.12,2000,Diesel,5,Kia,Automatic,Black,Full,1,Yes,3766.8,3656.4554121042875
2014,22.33,5000,Petrol,4,Tesla,Manual,Blue,Full,0,Yes,11072.74,11600.47531555605
2007,21.88,1500,Diesel,3,Tesla,Automatic,Black,Full,2,Yes,5948.36,5841.305091135336
2008,11.27,1800,Diesel,4,BMW,Manual,Black,Partial,1,Yes,5288.01,4757.5788940695475
2003,19.69,2500,Diesel,3,Honda,Manual,Red,Partial,1,No,6622.03,6586.09890505074
2021,15.1,800,Electric,3,Volkswagen,Manual,White,Full,1,Yes,9702.16,9138.793869787894
2013,15.43,2000,Petrol,5,BMW,Automatic,Red,Full,0,Yes,6069.01,5847.3072181380885
2012,18.44,1500,Diesel,4,Nissan,Manual,Silver,Full,1,Yes,6690.74,5669.326815363177
2022,17.14,800,Diesel,4,BMW,Manual,White,,1,Yes,5425.72,6047.191277209311
2017,21.02,4000,Diesel,2,Hyundai,Automatic,Silver,Partial,0,No,11034.3,11450.942858637729
1998,21.18,3000,Petrol,4,Volkswagen,Automatic,Gray,,0,Yes,5496.1,6210.623196649778
2002,26.81,1500,Diesel,5,Nissan,Manual,Silver,Full,0,Yes,3871.68,4700.253810993538
2011,19.63,1000,Petrol,2,Nissan,Manual,Blue,Full,1,Yes,5014.28,5883.724791177712
1997,20.12,5000,Diesel,4,BMW,Automatic,Blue,Partial,0,Yes,8612.88,8931.390812069134
1998,16.85,2000,Petrol,5,Tesla,Manual,Gray,Full,1,Yes,3415.88,3600.133936941208
2020,13.3,1500,Petrol,3,Tesla,Automatic,Black,Full,1,No,7248.73,6764.095621126823
2018,19.42,1200,Petrol,2,Chevrolet,Manual,Red,Full,0,Yes,6031.74,7251.1906389792275
2014,17.94,1000,Diesel,5,Hyundai,Automatic,White,Partial,0,Yes,4362.91,4681.6019637281615
2016,22.45,4000,Diesel,5,Ford,Manual,Gray,Full,1,No,9801.85,10010.609770607876
1998,13.38,1200,Petrol,3,Honda,Automatic,Gray,Full,0,Yes,2882.78,3040.165370493015
2022,15.93,800,Petrol,4,Chevrolet,Automatic,Gray,Full,0,Yes,4323.85,5793.805489585181
2000,27.4,2000,Petrol,5,Hyundai,Automatic,Red,,0,Yes,3188.1,5270.05652802523
2019,16.05,1800,Petrol,4,Nissan,Manual,Red,Partial,0,No,5689.92,6965.521719757078
2010,24.98,1200,Diesel,1,Ford,Manual,Black,Full,1,Yes,5508.35,7202.840713610994
1995,15.41,5000,Diesel,1,Nissan,Manual,Red,,0,Yes,10278.13,9537.439305685726
2002,12.42,2500,Petrol,5,Kia,Manual,Gray,Full,1,Yes,4584.96,4454.977182965297
2020,16.72,2500,Diesel,4,Nissan,Automatic,White,Full,2,No,7165.44,8232.230288698029
1995,17.24,2000,Petrol,2,Toyota,Automatic,Red,Full,1,Yes,5333.46,4790.777242423047
2017,22.73,1200,Petrol,1,Honda,Manual,Red,,2,Yes,7396.53,8038.017775823642
1995,13.49,1000,Petrol,4,Toyota,Automatic,Gray,Full,0,Yes,4052.04,1792.4853341870003
2015,14.6,1500,Petrol,2,BMW,Automatic,Black,,2,Yes,6800.66,6745.955061293506
2000,20.84,2000,Petrol,5,Toyota,Manual,Black,Full,0,Yes,4072.62,4457.254811551062
2011,18.61,2000,Petrol,2,Nissan,Manual,Black,Full,0,Yes,5533.84,7301.023785479759
2008,19.09,3000,Diesel,1,Tesla,Automatic,White,Full,0,No,9684.58,8889.27559623765
2005,18.88,5000,Diesel,3,Hyundai,Manual,Black,Partial,1,No,10167.43,10446.116565900353
2011,30.26,2500,Petrol,3,BMW,Manual,White,,0,Yes,8336.28,9017.639736755198
2002,19.01,2500,Diesel,1,BMW,Manual,Black,Full,0,Yes,6860.03,7310.660538357216
2000,9.42,800,Diesel,3,Chevrolet,Manual,Red,Partial,0,Yes,3119.32,2281.370263642856
2015,14.71,3000,Diesel,4,Nissan,Manual,White,Full,1,Yes,6813.75,7939.913218306319
1999,14.4,800,Petrol,3,Ford,Manual,Blue,,0,Yes,1094.56,2652.5958787077134
1999,12.39,5000,Petrol,4,Honda,Manual,White,Full,0,Yes,11127.27,8276.340816787204
2008,19.92,1800,Diesel,2,Honda,Manual,Blue,Full,1,Yes,6594.76,6689.154057190513
2015,5.0,4000,Diesel,4,Kia,Manual,Black,Partial,0,Yes,8816.01,8262.291691991966
2021,20.71,1500,Petrol,4,Kia,Manual,Black,Full,1,No,6281.37,7354.057635456282
2013,19.45,4000,Petrol,2,BMW,Manual,White,Partial,0,Yes,11120.4,10737.82342251519
2023,14.07,5000,Diesel,2,BMW,Automatic,Silver,Full,0,Yes,13346.84,13054.229991396027
2013,19.14,800,Petrol,5,BMW,Manual,Silver,Full,1,Yes,3474.76,4422.941335647228
2014,17.89,1800,Diesel,3,Hyundai,Manual,Blue,Partial,0,No,5862.57,6828.77830220254
2018,20.75,2500,Diesel,5,Honda,Automatic,Silver,Full,2,Yes,7063.07,7881.115594273352
2002,23.34,5000,Petrol,5,Tesla,Manual,Red,,1,Yes,9398.81,9530.622696707653
2007,15.38,800,Petrol,4,Volkswagen,Automatic,Black,Full,0,Yes,4728.89,3602.0678127096016
1998,7.13,1500,Petrol,3,Chevrolet,Manual,White,Partial,1,Yes,2852.95,2716.5338669867397
2015,11.65,1500,Diesel,1,Honda,Automatic,Gray,Full,1,Yes,7115.79,6794.773340429567
2009,26.66,1500,Diesel,3,Hyundai,Automatic,Black,Partial,0,No,6285.29,6761.234313500209
2021,20.66,1800,Diesel,3,Ford,Automatic,White,Full,1,Yes,8529.94,8239.66099701239
2010,11.34,3000,Diesel,4,Honda,Automatic,Black,Partial,1,Yes,6456.36,6827.696850333689
2010,5.38,1500,Petrol,4,Hyundai,Manual,Black,,1,Yes,4111.37,3801.0731473851893
2015,11.07,1000,Petrol,3,Chevrolet,Manual,Blue,,2,Yes,5950.82,4938.3003802869825
2007,16.46,5000,Diesel,1,Nissan,Automatic,White,Full,0,Yes,12187.94,11426.577037017094
2000,28.68,4000,Diesel,1,Ford,Automatic,Red,,1,Yes,8862.01,10387.31690257737
2004,21.64,1000,Diesel,1,Nissan,Automatic,Red,,1,No,4972.73,5705.122417366145
2007,13.24,5000,Electric,3,Chevrolet,Automatic,Red,Full,0,Yes,12386.37,13088.13552758247
2017,15.52,4000,Diesel,1,BMW,Manual,White,Partial,1,Yes,11322.72,11355.386474926057
2011,25.95,1200,Electric,3,Ford,Automatic,Red,,0,Yes,9585.29,9540.663059371751
2012,19.96,3000,Petrol,4,Volkswagen,Automatic,Black,Full,0,Yes,8100.38,8186.733656762384
2014,18.12,4000,Diesel,3,Volkswagen,Manual,Blue,,0,Yes,11201.87,10185.057182256935
2023,22.51,1800,Diesel,4,Chevrolet,Manual,White,Full,0,Yes,8195.85,8254.617818803637
1996,19.79,1000,Diesel,4,Volkswagen,Automatic,Silver,,0,No,2256.13,2793.634649551097
1998,23.42,1000,Electric,4,BMW,Manual,White,Full,0,No,5802.39,6579.03153692836
2018,25.44,1800,Petrol,2,BMW,Manual,Gray,Full,1,Yes,9200.62,8891.795707180989
2012,23.3,3000,Petrol,5,Kia,Manual,Red,Partial,0,Yes,7426.07,8067.835371441313
1997,18.86,800,Diesel,2,Hyundai,Automatic,Silver,Full,0,Yes,2435.42,3399.5886234626523
2023,24.57,4000,Petrol,3,Honda,Automatic,Silver,Full,0,No,13641.65,12328.08802095824
2014,17.48,800,Diesel,2,Honda,Manual,Black,Full,0,Yes,5460.22,5838.866344947739
2003,17.7,1500,Diesel,4,Ford,Manual,Red,Full,0,Yes,3743.67,4285.513668852348
2004,19.89,800,Petrol,3,Honda,Automatic,White,Full,2,Yes,3752.51,4162.308706119507
2021,14.64,1800,Electric,4,Nissan,Automatic,Red,Full,0,No,9120.75,10124.886151956805
2021,14.37,5000,Diesel,2,Kia,Automatic,Black,Full,0,No,13745.73,12809.284843971287
2010,19.17,5000,Petrol,5,Volkswagen,Automatic,Blue,Full,1,No,8732.37,10281.449122516206
2023,19.12,1200,Electric,1,Nissan,Automatic,Blue,Full,0,Yes,12679.5,11422.053706586576
2023,15.89,2000,Petrol,4,BMW,Manual,Blue,,1,No,9246.79,7826.970158125778
2013,22.84,2500,Petrol,2,Nissan,Manual,Black,,3,Yes,8159.09,8869.770997109672
2021,18.75,1200,Petrol,5,Ford,Manual,Silver,Partial,1,Yes,7180.52,6081.214749727607
2014,19.16,2000,Diesel,4,Toyota,Manual,Black,Full,0,Yes,8153.73,6830.031986687167
2014,12.26,2000,Diesel,3,Toyota,Automatic,Red,Partial,0,Yes,6243.89,6524.9457212688085
1996,22.79,1500,Diesel,1,Volkswagen,Automatic,Red,Full,0,Yes,4558.78,5406.2803642954295
2014,26.48,800,Petrol,1,Nissan,Manual,Red,,0,Yes,6590.79,7421.874029584496
1997,15.7,1800,Diesel,5,Hyundai,Manual,White,Full,1,Yes,5447.9,3069.035052389335
2017,12.91,1500,Petrol,5,BMW,Automatic,Silver,,0,Yes,6676.69,5320.2050196174
2007,14.21,1800,Petrol,1,Kia,Manual,Gray,Full,0,No,8681.58,6356.006093740987
2011,15.22,2500,Diesel,3,Honda,Automatic,Black,,0,Yes,5948.86,7184.178162518771
2008,9.94,1200,Petrol,4,Ford,Automatic,White,Full,0,Yes,4365.19,3615.8933560755804
2005,23.81,2000,Petrol,4,Honda,Automatic,White,Partial,1,No,6066.97,6118.376985235178
2007,12.63,2000,Diesel,3,Toyota,Manual,Blue,Full,0,No,6437.68,5472.615626583494
2007,19.21,5000,Electric,3,Tesla,Manual,Silver,Full,3,Yes,13886.11,13709.11538097342
2018,13.98,1000,Petrol,3,Tesla,Automatic,Gray,,0,Yes,4916.24,5721.5747112196295
2015,19.82,1200,Diesel,2,BMW,Automatic,Black,,0,Yes,7211.81,6924.429124718661
2004,21.95,1000,Petrol,1,Chevrolet,Automatic,Blue,Full,0,Yes,6332.39,5600.577853306192
